x,y
2.121656196191907,0.15767468795707024
6.230633645940831,0.6816959793109825
1.5454987799748778,0.15773771628466599
1.4483108846470714,0.13652388299220075
2.537864605168089,0.399300043927519
3.9574490262377746,0.7073825580709789
2.5128748154842304,0.3632902225477466
6.348070648920924,0.7849562250923758
1.3986368719488382,0.13208989255771755
4.235397380099156,0.5635153764284931
4.5555995156229665,0.646704836335787
2.2395936362445354,0.3222251742175762
1.4348053440458073,0.0483211946897516
3.8366517342044113,0.680287756240457
7.68535058166752,0.8200728868769063
8.31620604875398,0.9256869022576936
8.812293540266278,1.0058567120333186
2.026926474645734,0.3621927189401571
5.089276995341827,0.9599606012620745
2.987553475340629,0.4208618363063717
2.4266483742135474,0.40485718564835427
1.6846192217688096,0.27069989492259483
2.8045792578810698,0.4408903447330956
1.507056854399599,0.18489033948323366
1.3375354185700417,0.18523261902674415
3.5730014777833468,0.7462390280545192
2.504405142826254,0.3411960705761306
1.9079877426847816,0.17169973401359825
1.1243019471650197,0.02504714837865557
2.3280511517077684,0.2322259641905949
3.249999477993697,0.7335143977116019
7.546416032128036,0.6893271452914499
7.233967305161059,0.8927977643709618
4.539927704259753,0.692930947799566
10.164373082108796,1.014165281562133
7.775206136051565,0.900850898153114
10.642837123479694,1.0303751271804504
4.936405797954649,0.7577709752945755
8.891724315471947,0.8898308331701976
2.6638544755987823,0.3475552734850066
11.631878243293613,1.0356098783457475
13.505022594239563,0.9106888174803673
4.244829275179654,0.6929895356723249
12.513731619808823,1.2483041145767912
10.232114340178668,1.0487857426320712
14.220341302920133,1.066600523754609
6.781958243343979,0.7230924681538675
8.793988013174385,1.0795634156629776
1.1775572402402759,0.062281057241681044
5.512921543326229,0.6000773834768623
2.0528631694614887,0.42796437357206696
3.2916668755933642,0.544092009937497
10.872031584382057,1.0413193482534786
1.1506195454858243,0.01125615049828959
10.832098612561822,1.127243750982546
5.588931560982019,0.6160093552717666
4.098558762576431,0.8151903929010429
11.950340868439525,1.1361832156441722
12.059522044379264,1.0247554874266298
6.972907450981438,1.0006297541181846
